item_id,p,repeat,variant,action,phrasing,onebox_label,credence_full,margin,is_degenerate,raw
opaque_00,0.85,0,prediction,both,report,V,0.11920292202211755,-2.0,False,
opaque_00,0.85,0,prediction,both,revealed,V,0.11920292202211755,-2.0,False,
opaque_00,0.85,0,prediction,both,observer,V,0.012431650853185818,-4.375,False,
opaque_00,0.85,0,action,forced,-,V,0.9999993524054333,14.25000035762804,False,
opaque_00,0.9,0,direct,major_alone,direct,B,0.9,,False,"90

The reasoning behind this decision"
opaque_00,0.9,0,direct,both,direct,B,0.1,,False,"10

However, let me explain"
opaque_00,0.9,0,prediction,major_alone,report,B,0.9995694429186754,7.75,False,
opaque_00,0.9,0,prediction,major_alone,revealed,B,0.9924227587321393,4.875,False,
opaque_00,0.9,0,prediction,major_alone,observer,B,0.8354835371034369,1.625,False,
opaque_00,0.9,0,prediction,both,report,B,0.037326887344129464,-3.25,False,
opaque_00,0.9,0,prediction,both,revealed,B,0.020332353342658753,-3.875,False,
opaque_00,0.9,0,prediction,both,observer,B,0.053403329799824234,-2.875,False,
opaque_00,0.9,0,action,forced,-,B,0.9626731105140616,3.2499999403953552,False,
opaque_00,0.99,0,direct,major_alone,direct,T,0.99,,False,"99

The reasoning behind this decision"
opaque_00,0.99,0,direct,both,direct,T,0.94,,False,"94

However, let me explain"
opaque_00,0.99,0,prediction,major_alone,report,T,0.9968273171575148,5.75,False,
opaque_00,0.99,0,prediction,major_alone,revealed,T,0.9875683491468141,4.375,False,
opaque_00,0.99,0,prediction,major_alone,observer,T,0.8933094060543487,2.125,False,
opaque_00,0.99,0,prediction,both,report,T,0.24508501313237172,-1.125,False,
opaque_00,0.99,0,prediction,both,revealed,T,0.0675466911396291,-2.625,False,
opaque_00,0.99,0,prediction,both,observer,T,0.007577241267860811,-4.875,False,
opaque_00,0.99,0,action,forced,-,T,0.9999999317439627,16.499999880790718,False,
opaque_01,0.5,0,direct,major_alone,direct,L,0.5,,False,50
opaque_01,0.5,0,direct,both,direct,L,0.5,,False,50
opaque_01,0.5,0,prediction,major_alone,report,L,0.8807970779778823,2.0,False,
opaque_01,0.5,0,prediction,major_alone,revealed,L,0.7772998611746911,1.25,False,
opaque_01,0.5,0,prediction,major_alone,observer,L,0.4073334000459302,-0.375,False,
opaque_01,0.5,0,prediction,both,report,L,0.18242552380635632,-1.5,False,
opaque_01,0.5,0,prediction,both,revealed,L,0.005220125693558397,-5.25,False,
opaque_01,0.5,0,prediction,both,observer,L,0.01590639171181471,-4.125,False,
opaque_01,0.5,0,action,forced,-,L,0.0011695103004128338,-6.749999969732016,False,
opaque_01,0.6,0,direct,major_alone,direct,G,0.6,,False,"60

The reasoning behind choosing option"
opaque_01,0.6,0,direct,both,direct,G,0.4,,False,"40

The reasoning behind choosing to"
opaque_01,0.6,0,prediction,major_alone,report,G,0.8175744761936437,1.5,False,
opaque_01,0.6,0,prediction,major_alone,revealed,G,0.9241418199787566,2.5,False,
opaque_01,0.6,0,prediction,major_alone,observer,G,0.679178699175393,0.75,False,
opaque_01,0.6,0,prediction,both,report,G,0.13296424019782924,-1.875,False,
opaque_01,0.6,0,prediction,both,revealed,G,0.033085978388704126,-3.375,False,
opaque_01,0.6,0,prediction,both,observer,G,0.20181322226037882,-1.375,False,
opaque_01,0.6,0,action,forced,-,G,0.00857748525531428,-4.7500000186264515,False,
opaque_01,0.7,0,direct,major_alone,direct,V,0.7,,False,"70

The reasoning behind choosing only"
opaque_01,0.7,0,direct,both,direct,V,0.3,,False,"30

The reasoning behind choosing to"
opaque_01,0.7,0,prediction,major_alone,report,V,0.9669140216112958,3.375,False,
opaque_01,0.7,0,prediction,major_alone,revealed,V,0.8670357598021706,1.875,False,
opaque_01,0.7,0,prediction,major_alone,observer,V,0.8933094060543487,2.125,False,
opaque_01,0.7,0,prediction,both,report,V,0.04742587317756679,-3.0,False,
opaque_01,0.7,0,prediction,both,revealed,V,0.009708476481474066,-4.625,False,
opaque_01,0.7,0,prediction,both,observer,V,0.012431650853185818,-4.375,False,
opaque_01,0.7,0,action,forced,-,V,0.014063626423394072,-4.250000044703484,False,
opaque_01,0.75,0,direct,major_alone,direct,Y,0.75,,False,"75

The reasoning behind choosing Y"
opaque_01,0.75,0,direct,both,direct,Y,0.75,,False,"75

Explanation for my choice:
"
opaque_01,0.75,0,prediction,major_alone,report,Y,0.8933094060543487,2.125,False,
opaque_01,0.75,0,prediction,major_alone,revealed,Y,0.6224593312018546,0.5,False,
opaque_01,0.75,0,prediction,major_alone,observer,Y,0.7310585786300049,1.0,False,
opaque_01,0.75,0,prediction,both,report,Y,0.46879062662624377,-0.125,False,
opaque_01,0.75,0,prediction,both,revealed,Y,0.06008665017400762,-2.75,False,
opaque_01,0.75,0,prediction,both,observer,Y,0.04742587317756679,-3.0,False,
opaque_01,0.75,0,action,forced,-,Y,0.9933071487351836,4.999999948777258,False,
opaque_01,0.8,0,direct,major_alone,direct,Q,0.8,,False,"80

The reasoning behind choosing only"
opaque_01,0.8,0,direct,both,direct,Q,0.2,,False,"20

The reasoning behind choosing both"
opaque_01,0.8,0,prediction,major_alone,report,Q,0.9770226300899744,3.75,False,
opaque_01,0.8,0,prediction,major_alone,revealed,Q,0.9626731126558706,3.25,False,
opaque_01,0.8,0,prediction,major_alone,observer,Q,0.8670357598021706,1.875,False,
opaque_01,0.8,0,prediction,both,report,Q,0.11920292202211755,-2.0,False,
opaque_01,0.8,0,prediction,both,revealed,Q,0.0024726231566347748,-6.0,False,
opaque_01,0.8,0,prediction,both,observer,Q,0.008577485413711986,-4.75,False,
opaque_01,0.8,0,action,forced,-,Q,3.5356254934266316e-05,-10.249999881416443,False,
opaque_01,0.85,0,direct,major_alone,direct,B,0.85,,False,"85

The reasoning behind choosing option"
opaque_01,0.85,0,direct,both,direct,B,0.85,,False,"85

Explanation for choosing A:
"
opaque_01,0.85,0,prediction,major_alone,report,B,0.9953904278206259,5.375,False,
opaque_01,0.85,0,prediction,major_alone,revealed,B,0.9626731126558706,3.25,False,
opaque_01,0.85,0,prediction,major_alone,observer,B,0.7981867777396212,1.375,False,
opaque_01,0.85,0,prediction,both,report,B,0.08509904500702024,-2.375,False,
opaque_01,0.85,0,prediction,both,revealed,B,0.014063627043245474,-4.25,False,
opaque_01,0.85,0,prediction,both,observer,B,0.08509904500702024,-2.375,False,
opaque_01,0.85,0,action,forced,-,B,0.22270013882530884,-1.25,False,
opaque_01,0.9,0,direct,major_alone,direct,A,0.9,,False,"90

The reasoning behind choosing only"
opaque_01,0.9,0,direct,both,direct,A,0.1,,False,"10

Explanation for my decision:
"
opaque_01,0.9,0,prediction,major_alone,report,A,0.9324533088603709,2.625,False,
opaque_01,0.9,0,prediction,major_alone,revealed,A,0.7772998611746911,1.25,False,
opaque_01,0.9,0,prediction,major_alone,observer,A,0.7057850278370112,0.875,False,
opaque_01,0.9,0,prediction,both,report,A,0.22270013882530884,-1.25,False,
opaque_01,0.9,0,prediction,both,revealed,A,0.012431650853185818,-4.375,False,
opaque_01,0.9,0,prediction,both,observer,A,0.033085978388704126,-3.375,False,
opaque_01,0.9,0,action,forced,-,A,0.010986941578116865,-4.500000096857548,False,
opaque_01,0.99,0,direct,major_alone,direct,T,0.99,,False,"99

The reasoning behind choosing T"
opaque_01,0.99,0,direct,both,direct,T,0.43,,False,"43

The reasoning behind choosing to"
opaque_01,0.99,0,prediction,major_alone,report,T,0.9940889311437562,5.125,False,
opaque_01,0.99,0,prediction,major_alone,revealed,T,0.8807970779778823,2.0,False,
opaque_01,0.99,0,prediction,major_alone,observer,T,0.9149009549929797,2.375,False,
opaque_01,0.99,0,prediction,both,report,T,0.014063627043245474,-4.25,False,
opaque_01,0.99,0,prediction,both,revealed,T,0.0010322310367548194,-6.875,False,
opaque_01,0.99,0,prediction,both,observer,T,0.004609572179374208,-5.375,False,
opaque_01,0.99,0,action,forced,-,T,0.006692851264816554,-4.999999948777258,False,
opaque_02,0.5,0,direct,major_alone,direct,P,0.75,,False,"75

The reasoning behind choosing P"
opaque_02,0.5,0,direct,both,direct,P,0.4,,False,"40

The reasoning behind choosing Q"
opaque_02,0.5,0,prediction,major_alone,report,P,0.9988304897349445,6.75,False,
opaque_02,0.5,0,prediction,major_alone,revealed,P,0.8670357598021706,1.875,False,
opaque_02,0.5,0,prediction,major_alone,observer,P,0.22270013882530884,-1.25,False,
opaque_02,0.5,0,prediction,both,report,P,0.08509904500702024,-2.375,False,
opaque_02,0.5,0,prediction,both,revealed,P,0.02297736991002561,-3.75,False,
opaque_02,0.5,0,prediction,both,observer,P,0.020332353342658753,-3.875,False,
opaque_02,0.5,0,action,forced,-,P,0.0005527785524441058,-7.500000152911525,False,
opaque_02,0.6,0,direct,major_alone,direct,G,0.8,,False,"80

Let me explain why I"
opaque_02,0.6,0,direct,both,direct,G,0.4,,False,"40

The reasoning behind choosing to"
opaque_02,0.6,0,prediction,major_alone,report,G,0.9953904278206259,5.375,False,
opaque_02,0.6,0,prediction,major_alone,revealed,G,0.9579122720843811,3.125,False,
opaque_02,0.6,0,prediction,major_alone,observer,G,0.22270013882530884,-1.25,False,
opaque_02,0.6,0,prediction,both,report,G,0.20181322226037882,-1.375,False,
opaque_02,0.6,0,prediction,both,revealed,G,0.04742587317756679,-3.0,False,
opaque_02,0.6,0,prediction,both,observer,G,0.06008665017400762,-2.75,False,
opaque_02,0.6,0,action,forced,-,G,0.7310585786300049,1.0,False,
opaque_02,0.7,0,direct,major_alone,direct,M,0.7,,False,"70

The reasoning behind choosing M"
opaque_02,0.7,0,direct,both,direct,M,0.3,,False,"30

The reasoning behind choosing K"
opaque_02,0.7,0,prediction,major_alone,report,M,0.9998766054240137,9.0,False,
opaque_02,0.7,0,prediction,major_alone,revealed,M,0.9740426428022031,3.625,False,
opaque_02,0.7,0,prediction,major_alone,observer,M,0.29421497216298875,-0.875,False,
opaque_02,0.7,0,prediction,both,report,M,0.1480471980316895,-1.75,False,
opaque_02,0.7,0,prediction,both,revealed,M,0.037326887344129464,-3.25,False,
opaque_02,0.7,0,prediction,both,observer,M,0.0953494648991095,-2.25,False,
opaque_02,0.7,0,action,forced,-,M,0.001926734293943221,-6.250000192085281,False,
opaque_02,0.75,0,direct,major_alone,direct,H,0.75,,False,"75

The reasoning behind choosing H"
opaque_02,0.75,0,direct,both,direct,H,0.75,,False,"75

Explanation for my choice:
"
opaque_02,0.75,0,prediction,major_alone,report,H,0.9997388096809043,8.25,False,
opaque_02,0.75,0,prediction,major_alone,revealed,H,0.9740426428022031,3.625,False,
opaque_02,0.75,0,prediction,major_alone,observer,H,0.11920292202211755,-2.0,False,
opaque_02,0.75,0,prediction,both,report,H,0.02595735719779685,-3.625,False,
opaque_02,0.75,0,prediction,both,revealed,H,0.0035936025814200896,-5.625,False,
opaque_02,0.75,0,prediction,both,observer,H,0.033085978388704126,-3.375,False,
opaque_02,0.75,0,action,forced,-,H,0.00015843623599953396,-8.749999893334461,False,
opaque_02,0.8,0,direct,major_alone,direct,L,0.8,,False,"80

The reasoning behind choosing L"
opaque_02,0.8,0,direct,both,direct,L,0.2,,False,"20

This decision is based on"
opaque_02,0.8,0,prediction,major_alone,report,L,0.998498817743263,6.5,False,
opaque_02,0.8,0,prediction,major_alone,revealed,L,0.9740426428022031,3.625,False,
opaque_02,0.8,0,prediction,major_alone,observer,L,0.4073334000459302,-0.375,False,
opaque_02,0.8,0,prediction,both,report,L,0.037326887344129464,-3.25,False,
opaque_02,0.8,0,prediction,both,revealed,L,0.01590639171181471,-4.125,False,
opaque_02,0.8,0,prediction,both,observer,L,0.07585818002124356,-2.5,False,
opaque_02,0.8,0,action,forced,-,L,0.4378234991142019,-0.25,False,
opaque_02,0.85,0,direct,major_alone,direct,A,0.85,,False,"85

The reasoning behind choosing option"
opaque_02,0.85,0,direct,both,direct,A,0.74,,False,"74

The reasoning behind choosing B"
opaque_02,0.85,0,prediction,major_alone,report,A,0.999704042886487,8.125,False,
opaque_02,0.85,0,prediction,major_alone,revealed,A,0.8670357598021706,1.875,False,
opaque_02,0.85,0,prediction,major_alone,observer,A,0.2689414213699951,-1.0,False,
opaque_02,0.85,0,prediction,both,report,A,0.01590639171181471,-4.125,False,
opaque_02,0.85,0,prediction,both,revealed,A,0.012431650853185818,-4.375,False,
opaque_02,0.85,0,prediction,both,observer,A,0.01098694263059318,-4.5,False,
opaque_02,0.85,0,action,forced,-,A,1.0129987357628251e-05,-11.5000003576788,False,
opaque_02,0.9,0,direct,major_alone,direct,Y,0.9,,False,"90

The reasoning behind choosing Y"
opaque_02,0.9,0,direct,both,direct,Y,0.45,,False,"45

The reasoning behind choosing option"
opaque_02,0.9,0,prediction,major_alone,report,Y,0.9998601779243528,8.875,False,
opaque_02,0.9,0,prediction,major_alone,revealed,Y,0.9796676466573412,3.875,False,
opaque_02,0.9,0,prediction,major_alone,observer,Y,0.29421497216298875,-0.875,False,
opaque_02,0.9,0,prediction,both,report,Y,0.04742587317756679,-3.0,False,
opaque_02,0.9,0,prediction,both,revealed,Y,0.01590639171181471,-4.125,False,
opaque_02,0.9,0,prediction,both,observer,Y,0.012431650853185818,-4.375,False,
opaque_02,0.9,0,action,forced,-,Y,0.0031726830692822713,-5.749999928288162,False,
opaque_02,0.99,0,direct,major_alone,direct,M,0.99,,False,"99

The reasoning behind choosing M"
opaque_02,0.99,0,direct,both,direct,M,0.04,,False,"4

The reasoning behind choosing K ("
opaque_02,0.99,0,prediction,major_alone,report,M,0.9999599363077709,10.125,False,
opaque_02,0.99,0,prediction,major_alone,revealed,M,0.9840936082881853,4.125,False,
opaque_02,0.99,0,prediction,major_alone,observer,M,0.18242552380635632,-1.5,False,
opaque_02,0.99,0,prediction,both,report,M,0.014063627043245474,-4.25,False,
opaque_02,0.99,0,prediction,both,revealed,M,0.04742587317756679,-3.0,False,
opaque_02,0.99,0,prediction,both,observer,M,0.033085978388704126,-3.375,False,
opaque_02,0.99,0,action,forced,-,M,0.002472622943003016,-6.000000086612999,False,
opaque_03,0.5,0,direct,major_alone,direct,V,0.5,,False,50
opaque_03,0.5,0,direct,both,direct,V,0.4,,False,"40

Given my choice, the"
opaque_03,0.5,0,prediction,major_alone,report,V,0.9796676466573412,3.875,False,
opaque_03,0.5,0,prediction,major_alone,revealed,V,0.9770226300899744,3.75,False,
opaque_03,0.5,0,prediction,major_alone,observer,V,0.9046505351008906,2.25,False,
opaque_03,0.5,0,prediction,both,report,V,0.04208772791561884,-3.125,False,
opaque_03,0.5,0,prediction,both,revealed,V,0.008577485413711986,-4.75,False,
opaque_03,0.5,0,prediction,both,observer,V,0.017986209962091555,-4.0,False,
opaque_03,0.5,0,action,forced,-,V,0.00857748525531428,-4.7500000186264515,False,
opaque_03,0.6,0,direct,major_alone,direct,Y,0.6,,False,"60

Given my choice, we"
opaque_03,0.6,0,direct,both,direct,Y,0.4,,False,"40

Given my choice, the"
opaque_03,0.6,0,prediction,major_alone,report,Y,0.9740426428022031,3.625,False,
opaque_03,0.6,0,prediction,major_alone,revealed,Y,0.9902915235185259,4.625,False,
opaque_03,0.6,0,prediction,major_alone,observer,Y,0.9324533088603709,2.625,False,
opaque_03,0.6,0,prediction,both,report,Y,0.06008665017400762,-2.75,False,
opaque_03,0.6,0,prediction,both,revealed,Y,0.02595735719779685,-3.625,False,
opaque_03,0.6,0,prediction,both,observer,Y,0.037326887344129464,-3.25,False,
opaque_03,0.6,0,action,forced,-,Y,0.0005527785524441058,-7.500000152911525,False,
opaque_03,0.7,0,direct,major_alone,direct,T,0.7,,False,"70

Given my decision, based"
opaque_03,0.7,0,direct,both,direct,T,0.3,,False,"30

Given my choice, the"
opaque_03,0.7,0,prediction,major_alone,report,T,0.9859363729567544,4.25,False,
opaque_03,0.7,0,prediction,major_alone,revealed,T,0.9820137900379085,4.0,False,
opaque_03,0.7,0,prediction,major_alone,observer,T,0.9324533088603709,2.625,False,
opaque_03,0.7,0,prediction,both,report,T,0.007577241267860811,-4.875,False,
opaque_03,0.7,0,prediction,both,revealed,T,0.0035936025814200896,-5.625,False,
opaque_03,0.7,0,prediction,both,observer,T,0.017986209962091555,-4.0,False,
opaque_03,0.7,0,action,forced,-,T,0.07585817323116976,-2.5000000968575478,False,
opaque_03,0.75,0,direct,major_alone,direct,A,0.83,,False,"83

The reasoning behind choosing "
opaque_03,0.75,0,direct,both,direct,A,0.25,,False,"25

This decision is based on"
opaque_03,0.75,0,prediction,major_alone,report,A,0.9859363729567544,4.25,False,
opaque_03,0.75,0,prediction,major_alone,revealed,A,0.9820137900379085,4.0,False,
opaque_03,0.75,0,prediction,major_alone,observer,A,0.7549149868676283,1.125,False,
opaque_03,0.75,0,prediction,both,report,A,0.053403329799824234,-2.875,False,
opaque_03,0.75,0,prediction,both,revealed,A,0.029312230751356316,-3.5,False,
opaque_03,0.75,0,prediction,both,observer,A,0.012431650853185818,-4.375,False,
opaque_03,0.75,0,action,forced,-,A,0.0015011819937681247,-6.50000017543789,False,
opaque_03,0.8,0,direct,major_alone,direct,J,0.8,,False,"80

Given my choice, based"
opaque_03,0.8,0,direct,both,direct,J,0.2,,False,"20

Given my decision to draw"
opaque_03,0.8,0,prediction,major_alone,report,J,0.9964063974185798,5.625,False,
opaque_03,0.8,0,prediction,major_alone,revealed,J,0.9978172835546547,6.125,False,
opaque_03,0.8,0,prediction,major_alone,observer,J,0.9399133498259924,2.75,False,
opaque_03,0.8,0,prediction,both,report,J,0.008577485413711986,-4.75,False,
opaque_03,0.8,0,prediction,both,revealed,J,0.01098694263059318,-4.5,False,
opaque_03,0.8,0,prediction,both,observer,J,0.04742587317756679,-3.0,False,
opaque_03,0.8,0,action,forced,-,J,0.9046505376715775,2.2500000298023224,False,
opaque_03,0.85,0,direct,major_alone,direct,H,0.85,,False,"85

Given my decision, based"
opaque_03,0.85,0,direct,both,direct,H,0.15,,False,"15

Given my decision, the"
opaque_03,0.85,0,prediction,major_alone,report,H,0.9971990730328789,5.875,False,
opaque_03,0.85,0,prediction,major_alone,revealed,H,0.9933071490757153,5.0,False,
opaque_03,0.85,0,prediction,major_alone,observer,H,0.8807970779778823,2.0,False,
opaque_03,0.85,0,prediction,both,report,H,0.01098694263059318,-4.5,False,
opaque_03,0.85,0,prediction,both,revealed,H,0.0035936025814200896,-5.625,False,
opaque_03,0.85,0,prediction,both,observer,H,0.005911068856243796,-5.125,False,
opaque_03,0.85,0,action,forced,-,H,0.14804719991116141,-1.7499999850988388,False,
opaque_03,0.9,0,direct,major_alone,direct,J,0.9,,False,"90

Given my choice, based"
opaque_03,0.9,0,direct,both,direct,J,0.4,,False,"40

Given this probability, let"
opaque_03,0.9,0,prediction,major_alone,report,J,0.9982992775885648,6.375,False,
opaque_03,0.9,0,prediction,major_alone,revealed,J,0.9875683491468141,4.375,False,
opaque_03,0.9,0,prediction,major_alone,observer,J,0.9465966702001757,2.875,False,
opaque_03,0.9,0,prediction,both,report,J,0.029312230751356316,-3.5,False,
opaque_03,0.9,0,prediction,both,revealed,J,0.0031726828424851893,-5.75,False,
opaque_03,0.9,0,prediction,both,observer,J,0.053403329799824234,-2.875,False,
opaque_03,0.9,0,action,forced,-,J,0.7310585786300049,1.0,False,
opaque_03,0.99,0,direct,major_alone,direct,P,0.99,,False,"99

The reasoning behind choosing P"
opaque_03,0.99,0,direct,both,direct,P,1.0,,False,"1

Explanation for my choice:
Given"
opaque_03,0.99,0,prediction,major_alone,report,P,0.9978172835546547,6.125,False,
opaque_03,0.99,0,prediction,major_alone,revealed,P,0.9924227587321393,4.875,False,
opaque_03,0.99,0,prediction,major_alone,observer,P,0.9241418199787566,2.5,False,
opaque_03,0.99,0,prediction,both,report,P,0.020332353342658753,-3.875,False,
opaque_03,0.99,0,prediction,both,revealed,P,0.0035936025814200896,-5.625,False,
opaque_03,0.99,0,prediction,both,observer,P,0.017986209962091555,-4.0,False,
opaque_03,0.99,0,action,forced,-,P,0.8519528000888387,1.7499999850988388,False,
opaque_04,0.5,0,direct,major_alone,direct,Y,0.75,,False,"75

The reasoning behind choosing Y"
opaque_04,0.5,0,direct,both,direct,Y,0.5,,False,50
opaque_04,0.5,0,prediction,major_alone,report,Y,0.991422514586288,4.75,False,
opaque_04,0.5,0,prediction,major_alone,revealed,Y,0.8354835371034369,1.625,False,
opaque_04,0.5,0,prediction,major_alone,observer,Y,0.8933094060543487,2.125,False,
opaque_04,0.5,0,prediction,both,report,Y,0.679178699175393,0.75,False,
opaque_04,0.5,0,prediction,both,revealed,Y,0.07585818002124356,-2.5,False,
opaque_04,0.5,0,prediction,both,observer,Y,0.2689414213699951,-1.0,False,
opaque_04,0.5,0,action,forced,-,Y,0.999290329695098,7.250000132829882,False,
opaque_04,0.6,0,direct,major_alone,direct,L,0.6,,False,"60

This decision is based on"
opaque_04,0.6,0,direct,both,direct,L,0.4,,False,40
opaque_04,0.6,0,prediction,major_alone,report,L,0.9968273171575148,5.75,False,
opaque_04,0.6,0,prediction,major_alone,revealed,L,0.9149009549929797,2.375,False,
opaque_04,0.6,0,prediction,major_alone,observer,L,0.9626731126558706,3.25,False,
opaque_04,0.6,0,prediction,both,report,L,0.5312093733737563,0.125,False,
opaque_04,0.6,0,prediction,both,revealed,L,0.037326887344129464,-3.25,False,
opaque_04,0.6,0,prediction,both,observer,L,0.18242552380635632,-1.5,False,
opaque_04,0.6,0,action,forced,-,L,0.2689414213699951,-1.0,False,
opaque_04,0.7,0,direct,major_alone,direct,Y,0.7,,False,"70

The reasoning behind choosing Y"
opaque_04,0.7,0,direct,both,direct,Y,0.3,,False,30
opaque_04,0.7,0,prediction,major_alone,report,Y,0.9902915235185259,4.625,False,
opaque_04,0.7,0,prediction,major_alone,revealed,Y,0.8670357598021706,1.875,False,
opaque_04,0.7,0,prediction,major_alone,observer,Y,0.9149009549929797,2.375,False,
opaque_04,0.7,0,prediction,both,report,Y,0.5621765008857981,0.25,False,
opaque_04,0.7,0,prediction,both,revealed,Y,0.0675466911396291,-2.625,False,
opaque_04,0.7,0,prediction,both,observer,Y,0.22270013882530884,-1.25,False,
opaque_04,0.7,0,action,forced,-,Y,0.9998766053808289,8.999999649982783,False,
opaque_04,0.75,0,direct,major_alone,direct,X,0.8,,False,"80

The reasoning behind choosing option"
opaque_04,0.75,0,direct,both,direct,X,0.25,,False,"25

The reasoning behind choosing Y"
opaque_04,0.75,0,prediction,major_alone,report,X,0.995929862284104,5.5,False,
opaque_04,0.75,0,prediction,major_alone,revealed,X,0.8933094060543487,2.125,False,
opaque_04,0.75,0,prediction,major_alone,observer,X,0.9465966702001757,2.875,False,
opaque_04,0.75,0,prediction,both,report,X,0.46879062662624377,-0.125,False,
opaque_04,0.75,0,prediction,both,revealed,X,0.08509904500702024,-2.375,False,
opaque_04,0.75,0,prediction,both,observer,X,0.18242552380635632,-1.5,False,
opaque_04,0.75,0,action,forced,-,X,0.01798621187025419,-3.9999998919665813,False,
opaque_04,0.8,0,direct,major_alone,direct,L,0.8,,False,80
opaque_04,0.8,0,direct,both,direct,L,0.2,,False,"20

This decision is based on"
opaque_04,0.8,0,prediction,major_alone,report,L,0.998498817743263,6.5,False,
opaque_04,0.8,0,prediction,major_alone,revealed,L,0.9241418199787566,2.5,False,
opaque_04,0.8,0,prediction,major_alone,observer,L,0.9840936082881853,4.125,False,
opaque_04,0.8,0,prediction,both,report,L,0.4378234991142019,-0.25,False,
opaque_04,0.8,0,prediction,both,revealed,L,0.04208772791561884,-3.125,False,
opaque_04,0.8,0,prediction,both,observer,L,0.1480471980316895,-1.75,False,
